"price","mileage","tax","mpg","age","model","transmission","fuelType","manufacturer","model_collapsed","engineSize_int"
31000,3119,145,38.2,1,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
33445,8301,145,40.4,2,"Q5","Semi-Auto","Petrol","Audi","Q5","[1.8,2.1)"
34995,28542,150,47.9,3,"Q7","Semi-Auto","Diesel","Audi","Q7","[2.2,5.5]"
27995,10312,150,51.4,2,"A5","Semi-Auto","Diesel","Audi","A5","[2.2,5.5]"
24245,4500,145,48.7,1,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
35845,3000,145,47.1,1,"A7","Automatic","Diesel","Audi","A7","[1.8,2.1)"
20970,34000,145,61.4,3,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
31470,9683,150,38.2,1,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
31470,5089,150,38.2,1,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
22970,3515,150,44.8,0,"A1","Semi-Auto","Petrol","Audi","A1","[1.5,1.8)"
22470,3399,150,42.2,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.5,1.8)"
22270,7341,150,42.2,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.5,1.8)"
28970,3515,150,54.3,0,"A4","Semi-Auto","Diesel","Audi","A4","[2.2,5.5]"
37970,7500,145,50.4,2,"A8","Semi-Auto","Diesel","Audi","Other","[2.2,5.5]"
36450,5658,150,38.2,1,"A7","Semi-Auto","Diesel","Audi","A7","[2.2,5.5]"
33950,4945,150,36.7,1,"A5","Semi-Auto","Petrol","Audi","A5","[1.8,2.1)"
24450,7230,150,41.5,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.5,1.8)"
30950,5572,145,31.7,1,"Q3","Semi-Auto","Petrol","Audi","Q3","[1.8,2.1)"
58450,8450,145,33.6,1,"Q8","Semi-Auto","Diesel","Audi","Other","[2.2,5.5]"
25495,33916,150,40.9,3,"Q5","Semi-Auto","Petrol","Audi","Q5","[1.8,2.1)"
25950,2888,150,44.8,0,"A1","Semi-Auto","Petrol","Audi","A1","[1.5,1.8)"
25950,4900,145,43.5,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.5,1.8)"
22950,8226,145,56.5,2,"A3","Semi-Auto","Petrol","Audi","A3","[1.5,1.8)"
26500,1500,145,55.4,0,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
56900,1500,145,33.2,0,"Q7","Semi-Auto","Diesel","Audi","Q7","[2.2,5.5]"
16900,39424,145,55.4,3,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
29750,1501,145,42.8,0,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
32900,8012,145,45.6,1,"A6","Automatic","Diesel","Audi","A6","[1.8,2.1)"
25895,9391,145,39.8,1,"A5","Semi-Auto","Petrol","Audi","A5","[1.8,2.1)"
35295,3249,145,32.1,1,"Q5","Semi-Auto","Petrol","Audi","Q5","[1.8,2.1)"
21690,7836,145,42.2,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.5,1.8)"
21495,9021,150,40.9,1,"A1","Semi-Auto","Petrol","Audi","A1","[1.8,2.1)"
36450,9598,145,32.1,1,"Q5","Semi-Auto","Petrol","Audi","Q5","[1.8,2.1)"
30990,4799,145,34.9,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.8,2.1)"
25950,27431,145,52.3,2,"A7","Semi-Auto","Diesel","Audi","A7","[2.2,5.5]"
26295,18818,145,56.5,2,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
19495,15061,145,51.4,2,"A4","Semi-Auto","Petrol","Audi","A4","[0.0,1.5)"
32195,4500,145,37.2,1,"A5","Automatic","Petrol","Audi","A5","[1.8,2.1)"
25900,11001,145,47.9,1,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
10490,18753,20,60.1,6,"A1","Semi-Auto","Petrol","Audi","A1","[0.0,1.5)"
16666,56900,145,56.5,4,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
48850,705,145,34.5,0,"Q5","Semi-Auto","Diesel","Audi","Q5","[2.2,5.5]"
28445,14385,145,31.7,1,"Q3","Automatic","Petrol","Audi","Q3","[1.8,2.1)"
18244,21916,125,51.4,3,"Q3","Manual","Petrol","Audi","Q3","[0.0,1.5)"
17888,11150,30,55.4,4,"A4","Semi-Auto","Petrol","Audi","A4","[1.8,2.1)"
36888,4186,145,32.1,0,"Q5","Semi-Auto","Petrol","Audi","Q5","[1.8,2.1)"
17888,48201,150,54.3,3,"Q2","Semi-Auto","Petrol","Audi","Q2","[0.0,1.5)"
20450,29530,30,61.4,3,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
23788,14721,145,41.5,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.5,1.8)"
15495,12033,20,60.1,3,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
19895,16000,145,50.4,3,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
24895,3679,145,38.7,1,"A4","Semi-Auto","Petrol","Audi","A4","[1.8,2.1)"
23980,4894,145,50.4,1,"A3","Semi-Auto","Diesel","Audi","A3","[1.8,2.1)"
20000,11966,145,51.4,3,"A4","Manual","Petrol","Audi","A4","[0.0,1.5)"
24475,22929,145,61.4,2,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
22400,27953,145,57.6,2,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
20275,29163,160,43.5,3,"TT","Semi-Auto","Petrol","Audi","TT","[1.8,2.1)"
27450,2500,145,40.4,1,"A5","Automatic","Petrol","Audi","A5","[1.8,2.1)"
21946,17266,145,47.9,3,"Q3","Semi-Auto","Petrol","Audi","Q3","[0.0,1.5)"
23946,500,145,44.1,1,"A1","Automatic","Petrol","Audi","A1","[0.0,1.5)"
36990,2500,145,38.7,1,"A5","Automatic","Petrol","Audi","A5","[1.8,2.1)"
28450,34907,155.473344059978,43.5,3,"A6","Semi-Auto","Diesel","Audi","A6","[2.2,5.5]"
15400,33833,30,62.8,4,"TT","Manual","Diesel","Audi","TT","[1.8,2.1)"
19325,8014,30,56.5,3,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
16150,26970,145,52.3,3,"A4","Manual","Petrol","Audi","A4","[0.0,1.5)"
15700,26598,30,58.9,3,"A3","Semi-Auto","Petrol","Audi","A3","[0.0,1.5)"
22225,37377,145,62.8,2,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
26800,16523,145,40.4,2,"Q3","Semi-Auto","Petrol","Audi","Q3","[1.8,2.1)"
16995,29985,145,51.4,4,"Q3","Automatic","Diesel","Audi","Q3","[1.8,2.1)"
21250,27427,145,67.3,2,"A5","Manual","Diesel","Audi","A5","[1.8,2.1)"
17350,7908,145,47.1,4,"TT","Manual","Petrol","Audi","TT","[1.8,2.1)"
12495,11180,30,55.4,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
25775,28210,145,50.4,2,"A5","Semi-Auto","Petrol","Audi","A5","[1.8,2.1)"
20990,28000,145,56.5,3,"A3","Semi-Auto","Diesel","Audi","A3","[1.8,2.1)"
13450,42214,30,58.9,5,"A1","Semi-Auto","Petrol","Audi","A1","[0.0,1.5)"
25400,24592,145,52.3,3,"A7","Semi-Auto","Diesel","Audi","A7","[2.2,5.5]"
16575,14912,145,52.3,3,"A4","Manual","Petrol","Audi","A4","[0.0,1.5)"
30990,9985,145,31.4,0,"Q3","Semi-Auto","Petrol","Audi","Q3","[1.8,2.1)"
21840,315,150,44.8,0,"A1","Semi-Auto","Petrol","Audi","A1","[1.5,1.8)"
15300,13741,145,67.3,2,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
18000,7030,150,47.1,1,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
21840,3215,145,44.8,1,"A1","Semi-Auto","Petrol","Audi","A1","[1.5,1.8)"
21490,14090,145,42.2,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.5,1.8)"
27444,2363,145,40.4,1,"A5","Semi-Auto","Petrol","Audi","A5","[1.8,2.1)"
31950,150,145,47.9,1,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
22990,7470,145,40.4,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.8,2.1)"
47990,2999,145,35.8,1,"A7","Semi-Auto","Diesel","Audi","A7","[2.2,5.5]"
25450,4750,145,45.6,1,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
17950,31925,125,48.7,4,"A3","Semi-Auto","Petrol","Audi","A3","[1.8,2.1)"
13950,34925,200,47.9,7,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
29950,4750,145,33.2,1,"Q2","Semi-Auto","Petrol","Audi","Q2","[1.8,2.1)"
15100,22018,145,67.3,2,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
22897,6125,145,52.3,1,"A3","Automatic","Diesel","Audi","A3","[1.5,1.8)"
20500,6734,145,46.3,2,"Q2","Automatic","Diesel","Audi","Q2","[1.5,1.8)"
26697,2466,145,46.3,1,"Q2","Automatic","Diesel","Audi","Q2","[1.8,2.1)"
18750,27490,145,47.9,4,"Q3","Semi-Auto","Petrol","Audi","Q3","[0.0,1.5)"
42750,1500,145,31.4,1,"A6","Semi-Auto","Petrol","Audi","A6","[2.2,5.5]"
34950,4800,145,30.7,1,"Q3","Automatic","Petrol","Audi","Q3","[1.8,2.1)"
25750,4750,145,40.9,1,"Q3","Manual","Petrol","Audi","Q3","[1.5,1.8)"
19999,30850,150,47.9,3,"Q3","Semi-Auto","Petrol","Audi","Q3","[0.0,1.5)"
18899,69150,205,40.4,5,"Q3","Semi-Auto","Petrol","Audi","Q3","[1.8,2.1)"
26900,100,145,51.4,1,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
36900,19250,150,47.9,2,"Q7","Semi-Auto","Diesel","Audi","Q7","[2.2,5.5]"
22900,30450,30,61.4,4,"A6","Semi-Auto","Diesel","Audi","A6","[2.2,5.5]"
14599,46900,125,50.4,4,"A4","Manual","Petrol","Audi","A4","[1.8,2.1)"
26750,21243,145,43.5,2,"A3","Semi-Auto","Petrol","Audi","A3","[1.8,2.1)"
26299,2529,145,50.4,1,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
22299,11878,145,53.3,1,"A3","Automatic","Diesel","Audi","A3","[1.5,1.8)"
17990,18000,150,52.3,3,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
17999,50450,30,60.1,4,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
17750,26000,145,61.4,3,"Q2","Manual","Diesel","Audi","Q2","[1.5,1.8)"
15900,13749,145,53.3,2,"A4","Manual","Petrol","Audi","A4","[0.0,1.5)"
16990,42894,160,51.4,5,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
19000,7374,145,50.4,1,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
21500,6000,145,40.9,1,"A1","Semi-Auto","Petrol","Audi","A1","[1.8,2.1)"
18950,5000,145,49.6,1,"Q2","Manual","Diesel","Audi","Q2","[1.5,1.8)"
28990,21100,194.17166186895,29.7,5,"A7","Semi-Auto","Petrol","Audi","A7","[2.2,5.5]"
19750,5000,150,49.6,1,"Q2","Manual","Diesel","Audi","Q2","[1.5,1.8)"
24250,22789,172.27760066874,35.8,6,"Q5","Semi-Auto","Petrol","Audi","Q5","[1.8,2.1)"
28950,5000,145,50.4,1,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
22950,43296,200,40.4,4,"A3","Semi-Auto","Petrol","Audi","A3","[1.8,2.1)"
17450,36285,145,49.6,5,"Q3","Manual","Petrol","Audi","Q3","[0.0,1.5)"
20995,2085,145,49.6,1,"Q2","Manual","Diesel","Audi","Q2","[1.5,1.8)"
10250,30200,30,57.6,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
19950,38628,200,47.1,6,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
21995,17114,200,40.4,4,"Q3","Semi-Auto","Petrol","Audi","Q3","[1.8,2.1)"
19995,6900,150,47.9,1,"A1","Semi-Auto","Petrol","Audi","A1","[0.0,1.5)"
19900,28325,30,64.2,3,"A4","Semi-Auto","Diesel","Audi","A4","[2.2,5.5]"
28900,44571,171.358676799479,37.7,3,"A4","Semi-Auto","Petrol","Audi","A4","[2.2,5.5]"
20400,5537,145,51.4,1,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
14900,7326,150,47.9,2,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
20250,3577,145,49.6,1,"Q2","Manual","Diesel","Audi","Q2","[1.5,1.8)"
20400,4628,145,51.4,1,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
17990,33126,145,56.5,3,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
18995,10000,165,44.8,4,"A5","Semi-Auto","Petrol","Audi","A5","[1.8,2.1)"
26990,3838,145,40.9,1,"Q3","Manual","Petrol","Audi","Q3","[1.5,1.8)"
25990,10664,145,50.4,1,"A5","Automatic","Diesel","Audi","A5","[1.8,2.1)"
19700,9614,145,47.9,1,"A1","Semi-Auto","Petrol","Audi","A1","[0.0,1.5)"
23490,6564,145,42.2,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.5,1.8)"
23490,2568,145,44.8,1,"A1","Semi-Auto","Petrol","Audi","A1","[1.5,1.8)"
16490,13755,145,57.6,3,"A3","Semi-Auto","Petrol","Audi","A3","[0.0,1.5)"
47990,5209,145,34.5,1,"Q5","Semi-Auto","Diesel","Audi","Q5","[2.2,5.5]"
21500,3000,145,49.6,1,"Q2","Manual","Diesel","Audi","Q2","[1.5,1.8)"
29400,10654,150,39.8,1,"A5","Semi-Auto","Petrol","Audi","A5","[1.8,2.1)"
16500,22000,150,60.1,2,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
35490,6000,150,38.2,1,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
19989,23021,150,52.3,3,"Q2","Semi-Auto","Petrol","Audi","Q2","[0.0,1.5)"
14490,35528,20,60.1,5,"A3","Semi-Auto","Petrol","Audi","A3","[0.0,1.5)"
32490,21500,165.737653041814,42.2,4,"Q5","Automatic","Diesel","Audi","Q5","[2.2,5.5]"
28990,7000,150,47.9,1,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
15290,11900,150,64.2,3,"A1","Semi-Auto","Petrol","Audi","A1","[0.0,1.5)"
29990,9500,145,32.1,1,"Q3","Semi-Auto","Petrol","Audi","Q3","[1.8,2.1)"
12995,51000,200,42.8,7,"A3","Semi-Auto","Petrol","Audi","A3","[1.8,2.1)"
6995,79960,160,49.6,10,"A6","Manual","Diesel","Audi","A6","[1.8,2.1)"
16500,63250,205,48.7,7,"A7","Automatic","Diesel","Audi","A7","[2.2,5.5]"
12000,85100,145,56.5,7,"A6","Manual","Diesel","Audi","A6","[1.8,2.1)"
18995,14800,145,54.3,3,"Q2","Semi-Auto","Petrol","Audi","Q2","[0.0,1.5)"
16990,34500,30,62.8,4,"TT","Manual","Diesel","Audi","TT","[1.8,2.1)"
13999,35093,30,54.3,6,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
32400,3375,145,34.5,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.8,2.1)"
27900,3972,145,40.9,1,"Q2","Semi-Auto","Petrol","Audi","Q2","[1.5,1.8)"
32788,1500,145,40.4,0,"Q3","Manual","Petrol","Audi","Q3","[1.5,1.8)"
32788,1500,145,47.1,1,"Q3","Automatic","Diesel","Audi","Q3","[1.8,2.1)"
15988,35064,20,67.3,4,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
29944,1500,145,32.5,0,"Q3","Automatic","Petrol","Audi","Q3","[1.8,2.1)"
49790,1500,135,42.1809879593579,0,"Q5","Automatic","Petrol","Audi","Q5","[1.8,2.1)"
18250,15000,150,54.3,3,"A3","Manual","Petrol","Audi","A3","[1.5,1.8)"
18990,21950,150,50.4,3,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
14500,25168,30,55.4,3,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
14222,34359,125,52.3,4,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
20750,25000,145,42.8,3,"Q3","Automatic","Petrol","Audi","Q3","[1.8,2.1)"
33444,1500,145,31.4,0,"Q3","Automatic","Petrol","Audi","Q3","[1.8,2.1)"
23668,7141,145,41.5,1,"A3","Automatic","Petrol","Audi","A3","[1.5,1.8)"
22000,1500,145,47.1,1,"A3","Manual","Petrol","Audi","A3","[1.8,2.1)"
12750,50143,20,68.9,6,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
45990,25514,193.590665804276,39.2,4,"SQ7","Automatic","Diesel","Audi","Other","[2.2,5.5]"
31990,1500,145,40.4,0,"Q3","Automatic","Petrol","Audi","Q3","[1.8,2.1)"
35444,1500,145,38.2,1,"Q5","Automatic","Diesel","Audi","Q5","[1.8,2.1)"
23444,5300,145,48.7,2,"A5","Manual","Petrol","Audi","A5","[1.8,2.1)"
23444,4000,145,42.2,1,"Q2","Automatic","Petrol","Audi","Q2","[1.5,1.8)"
26990,4000,145,40.4,1,"A5","Manual","Petrol","Audi","A5","[1.8,2.1)"
22850,3635,145,40.9,1,"Q2","Manual","Petrol","Audi","Q2","[1.5,1.8)"
17750,32850,160,49.6,5,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
38950,24575,145,34,3,"SQ5","Automatic","Petrol","Audi","Other","[2.2,5.5]"
19450,7900,145,47.1,2,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
36200,12099,145,39.2,1,"A5","Automatic","Petrol","Audi","A5","[1.8,2.1)"
41000,5600,145,40.9,1,"S4","Automatic","Diesel","Audi","Other","[2.2,5.5]"
24990,13250,145,40.4,3,"Q3","Automatic","Petrol","Audi","Q3","[1.8,2.1)"
27992,17098,145,42.8,2,"A4","Semi-Auto","Petrol","Audi","A4","[1.8,2.1)"
12743,58953,125,58.9,6,"A5","Automatic","Diesel","Audi","A5","[1.8,2.1)"
22450,22494,150,56.5,2,"A3","Automatic","Diesel","Audi","A3","[1.8,2.1)"
15714,38670,125,57.6,4,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
13590,40316,200,43.5,8,"Q5","Manual","Diesel","Audi","Q5","[1.8,2.1)"
11175,37746,30,55.4,3,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
19300,16051,150,52.3,3,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
16800,31524,30,60.1,4,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
18300,55321,200,40.4,4,"A3","Manual","Petrol","Audi","A3","[1.8,2.1)"
35000,6700,150,38.2,1,"Q5","Automatic","Diesel","Audi","Q5","[1.8,2.1)"
14000,34668,150,68.9,3,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
13700,49000,20,60.1,6,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
18990,41000,30,61.4,4,"A6","Automatic","Diesel","Audi","A6","[1.8,2.1)"
15999,56000,30,67.3,4,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
9400,66000,20,68.9,5,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
11990,43000,20,60.1,5,"A3","Automatic","Petrol","Audi","A3","[0.0,1.5)"
14490,63000,200,47.9,6,"A6","Automatic","Diesel","Audi","A6","[2.2,5.5]"
16490,33000,145,47.1,5,"TT","Manual","Petrol","Audi","TT","[1.8,2.1)"
17490,28000,145,67.3,3,"A5","Manual","Diesel","Audi","A5","[1.8,2.1)"
10490,47000,160,49.6,6,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
16449,23855,145,47.9,4,"Q3","Automatic","Petrol","Audi","Q3","[0.0,1.5)"
13999,10104,30,57.6,4,"A1","Automatic","Petrol","Audi","A1","[0.0,1.5)"
14749,69629,30,60.1,4,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
11225,37553,30,57.6,5,"A1","Automatic","Petrol","Audi","A1","[0.0,1.5)"
6990,79000,20,70.6,5,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
18303,31817,30,65.7,4,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
19999,26670,200,40.9,5,"A3","Automatic","Petrol","Audi","A3","[1.8,2.1)"
9990,49000,20,68.9,6,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
17999,36521,145,62.8,3,"A3","Automatic","Diesel","Audi","A3","[1.8,2.1)"
11999,23221,0,67.3,3,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
12300,22110,30,55.4,3,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
19700,19563,160,50.4,5,"Q3","Automatic","Diesel","Audi","Q3","[1.8,2.1)"
12249,54775,30,61.4,5,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
16700,28952,30,64.2,4,"A6","Manual","Diesel","Audi","A6","[1.8,2.1)"
31499,50514,200,47.9,4,"Q7","Automatic","Diesel","Audi","Q7","[2.2,5.5]"
11299,60438,30,62.8,5,"A3","Automatic","Diesel","Audi","A3","[1.8,2.1)"
6999,82293,30,64.2,8,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
9999,53764,125,60.1,7,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
18189,40858,20,68.9,3,"A5","Manual","Diesel","Audi","A5","[1.8,2.1)"
15529,50841,145,64.2,3,"Q2","Manual","Diesel","Audi","Q2","[1.5,1.8)"
17440,34589,145,56.5,5,"A5","Automatic","Diesel","Audi","A5","[1.8,2.1)"
12940,58972,30,57.6,5,"A3","Automatic","Petrol","Audi","A3","[0.0,1.5)"
9480,33013,125,53.3,7,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
15940,36000,20,67.3,4,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
15470,15649,145,42.2,1,"A3","Manual","Petrol","Audi","A3","[1.5,1.8)"
18940,60634,158.514101540236,38.2,6,"Q7","Automatic","Diesel","Audi","Q7","[2.2,5.5]"
11299,77808,30,64.2,5,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
8988,95437,125,58.9,8,"A5","Automatic","Diesel","Audi","A5","[1.8,2.1)"
6793,45183.2806383183,0,83.1,5,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
10470,47331,125,52.3,5,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
17499,24505,145,72.4,3,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
12799,7595,125,50.4,6,"A3","Automatic","Petrol","Audi","A3","[1.8,2.1)"
6793,44842.7623475543,0,74.3,5,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
15999,30603,30,64.2,6,"A6","Automatic","Diesel","Audi","A6","[1.8,2.1)"
15499,11318,30,55.4,4,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
19999,14790,160,44.1,4,"A5","Automatic","Petrol","Audi","A5","[1.8,2.1)"
19499,40984,145,56.5,4,"A6","Automatic","Diesel","Audi","A6","[1.8,2.1)"
10249,54735,0,83.1,5,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
16499,2504,145,52.3,1,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
17749,25737,125,51.4,3,"Q3","Manual","Petrol","Audi","Q3","[0.0,1.5)"
10726,24755,0,76.3,4,"A1","Manual","Diesel","Audi","A1","[1.5,1.8)"
16595,25777,125,52.3,3,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
13525,63000,151.822226386107,37.7,6,"Q5","Manual","Petrol","Audi","Q5","[1.8,2.1)"
17499,58097,145,62.8,3,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
18780,55457,165,52.3,5,"A7","Automatic","Diesel","Audi","A7","[2.2,5.5]"
13495,72643,20,65.7,4,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
11799,58680,20,68.9,5,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
24430,64685,152.647360070514,42.8,4,"Q5","Automatic","Diesel","Audi","Q5","[2.2,5.5]"
19780,49373,125,61.4,5,"A6","Automatic","Diesel","Audi","A6","[1.8,2.1)"
23880,8968,145,48.7,1,"Q3","Automatic","Diesel","Audi","Q3","[1.8,2.1)"
26880,3524,145,43.5,0,"Q2","Manual","Petrol","Audi","Q2","[1.5,1.8)"
17250,18887,145,52.3,2,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
19950,36775,145,61.4,3,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
23950,1190,145,39.2,1,"A4","Manual","Petrol","Audi","A4","[1.8,2.1)"
46950,121,145,33.2,1,"Q7","Automatic","Diesel","Audi","Q7","[2.2,5.5]"
11000,32467,20,70.6,4,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
17999,24068,30,62.8,3,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
7699,81008,20,68.9,6,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
12000,81790,125,57.6,5,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
33950,12354,145,38.2,1,"Q5","Automatic","Diesel","Audi","Q5","[1.8,2.1)"
17499,36615,145,51.4,4,"Q3","Automatic","Diesel","Audi","Q3","[1.8,2.1)"
28450,6521,150,39.8,1,"Q3","Manual","Petrol","Audi","Q3","[1.5,1.8)"
33950,112,145,39.8,1,"A5","Automatic","Petrol","Audi","A5","[1.8,2.1)"
24450,6552,150,44.1,1,"A3","Manual","Petrol","Audi","A3","[1.5,1.8)"
24450,6500,150,43.5,1,"A3","Automatic","Petrol","Audi","A3","[1.5,1.8)"
24950,3555,150,42.2,1,"Q2","Automatic","Petrol","Audi","Q2","[1.5,1.8)"
16950,28950,145,60.1,2,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
31495,4530,145,39.8,1,"Q3","Manual","Petrol","Audi","Q3","[1.5,1.8)"
10800,44015,20,67.3,6,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
13500,48034,30,65.7,5,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
18000,33641,145,51.4,4,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
16500,11369,20,65.7,4,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
25300,9134,145,48.7,1,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
12600,13466,20,62.8,3,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
9000,59438,125,58.9,7,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
16100,14510,30,58.9,4,"A3","Semi-Auto","Petrol","Audi","A3","[0.0,1.5)"
16200,30116,145,55.4,2,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
10400,55000,0,74.3,3,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
16200,16813,145,47.9,4,"Q3","Semi-Auto","Petrol","Audi","Q3","[0.0,1.5)"
20700,12889,145,50.4,3,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
17700,28047,145,47.9,3,"Q3","Automatic","Petrol","Audi","Q3","[0.0,1.5)"
27000,22040,150,55.4,3,"Q5","Automatic","Diesel","Audi","Q5","[1.8,2.1)"
18500,26240,160,50.4,5,"Q3","Automatic","Diesel","Audi","Q3","[1.8,2.1)"
11000,35002,30,57.6,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
15500,36867,20,68.9,4,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
