"price","mileage","tax","mpg","age","model","transmission","fuelType","manufacturer","model_collapsed","engineSize_int"
16800,25952,145,67.3,3,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
14500,26156,145,58.9,3,"A3","Automatic","Petrol","Audi","A3","[0.0,1.5)"
18500,17418,145,62.8,3,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
19500,33300,145,61.4,3,"A5","Automatic","Diesel","Audi","A5","[1.8,2.1)"
16500,21369,125,51.4,3,"Q3","Manual","Petrol","Audi","Q3","[0.0,1.5)"
17100,29545,145,65.7,3,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
10200,66369,0,83.1,4,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
16100,16666,30,60.1,4,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
14100,10460,20,60.1,4,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
25499,7897,145,47.9,1,"Q2","Semi-Auto","Diesel","Audi","Q2","[1.8,2.1)"
16200,30075,160,51.4,5,"Q3","Automatic","Diesel","Audi","Q3","[1.8,2.1)"
17300,24421,30,61.4,4,"A6","Automatic","Diesel","Audi","A6","[1.8,2.1)"
25000,5000,145,38.7,1,"A4","Manual","Petrol","Audi","A4","[1.8,2.1)"
28000,4000,145,42.8,1,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
14800,23714,145,68.9,3,"Q2","Automatic","Diesel","Audi","Q2","[1.5,1.8)"
11700,31376,125,58.9,6,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
11950,60604,20,67.3,6,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
20000,20852,30,65.7,3,"A4","Automatic","Diesel","Audi","A4","[1.8,2.1)"
13900,14392,145,53.3,3,"A4","Manual","Petrol","Audi","A4","[0.0,1.5)"
17100,52267,157.01418526207,37.7,6,"Q5","Manual","Petrol","Audi","Q5","[1.8,2.1)"
16798,65835,125,61.4,5,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
16985,34646,30,61.4,5,"A6","Manual","Diesel","Audi","A6","[1.8,2.1)"
39985,5201,145,38.7,1,"A7","Automatic","Diesel","Audi","A7","[2.2,5.5]"
27985,1414,145,40.9,1,"Q2","Semi-Auto","Petrol","Audi","Q2","[1.5,1.8)"
24985,5071,145,50.4,2,"A5","Automatic","Petrol","Audi","A5","[1.8,2.1)"
34485,10,145,47.1,1,"Q3","Automatic","Diesel","Audi","Q3","[1.8,2.1)"
35895,2000,145,47.9,1,"A6","Automatic","Diesel","Audi","A6","[1.8,2.1)"
23985,10,145,44.8,1,"A3","Automatic","Petrol","Audi","A3","[1.5,1.8)"
38985,1420,145,50.4,3,"A8","Automatic","Diesel","Audi","Other","[2.2,5.5]"
20485,10,145,48.7,1,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
35985,650,145,47.1,1,"Q3","Automatic","Diesel","Audi","Q3","[1.8,2.1)"
37985,10,145,38.2,1,"Q5","Automatic","Diesel","Audi","Q5","[1.8,2.1)"
23998,14078,145,45.6,2,"A5","Semi-Auto","Petrol","Audi","A5","[1.8,2.1)"
16498,28801,125,49.6,3,"A4","Manual","Petrol","Audi","A4","[1.8,2.1)"
25000,16703,200,41.5,3,"A3","Semi-Auto","Petrol","Audi","A3","[1.8,2.1)"
19995,19000,150,49.6,2,"A3","Manual","Petrol","Audi","A3","[1.8,2.1)"
11650,18900,0,67.3,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
29985,38654,200,47.9,4,"Q7","Automatic","Diesel","Audi","Q7","[2.2,5.5]"
13495,17152,30,56.5,5,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
39995,7801,145,34,3,"Q5","Semi-Auto","Petrol","Audi","Q5","[2.2,5.5]"
19995,29653,145,62.8,3,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
15995,14401,20,60.1,4,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
11995,24764,0,74.3,6,"A1","Manual","Diesel","Audi","A1","[1.5,1.8)"
39454,7925,145,45.6,0,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
38995,6588,145,48.7,2,"A8","Semi-Auto","Diesel","Audi","Other","[2.2,5.5]"
19995,20141,30,67.3,4,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
14495,8608,145,67.3,3,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
17995,38244,145,49.6,5,"Q3","Manual","Petrol","Audi","Q3","[0.0,1.5)"
39995,17648,145,34.5,2,"TT","Semi-Auto","Petrol","Audi","TT","[2.2,5.5]"
24995,22086,145,62.8,3,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
41995,933,145,45.6,1,"A7","Semi-Auto","Diesel","Audi","A7","[1.8,2.1)"
19990,6018,145,52.3,1,"A3","Semi-Auto","Diesel","Audi","A3","[1.5,1.8)"
16490,50286,145,61.4,3,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
35995,33165,200,47.9,3,"Q7","Semi-Auto","Diesel","Audi","Q7","[2.2,5.5]"
21995,28526,160,50.4,4,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
29990,5397,145,50.4,1,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
25995,13688,200,40.4,3,"A3","Manual","Petrol","Audi","A3","[1.8,2.1)"
26490,6214,145,38.7,1,"A4","Semi-Auto","Petrol","Audi","A4","[1.8,2.1)"
17495,41505,20,67.3,4,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
33640,5023,145,47.9,1,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
14995,27000,145,55.4,3,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
19995,31894,30,64.2,4,"A4","Semi-Auto","Diesel","Audi","A4","[2.2,5.5]"
15998,15264,30,61.4,4,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
13998,37478,0,74.3,4,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
22995,47952,145,56.5,3,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
17995,34906,160,49.6,5,"A4","Semi-Auto","Diesel","Audi","A4","[2.2,5.5]"
15495,15307,30,55.4,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
39995,2703,145,40.9,1,"A4","Semi-Auto","Diesel","Audi","A4","[2.2,5.5]"
13498,30287,20,60.1,4,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
38900,20300,145,34,2,"Q5","Semi-Auto","Petrol","Audi","Q5","[2.2,5.5]"
13995,15981,145,57.6,3,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
38995,3338,145,50.4,3,"A8","Automatic","Diesel","Audi","Other","[2.2,5.5]"
11498,22669,30,57.6,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
17995,24256,145,47.1,4,"TT","Manual","Petrol","Audi","TT","[1.8,2.1)"
22995,19444,125,57.6,3,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
19995,33523,145,58.9,3,"Q2","Automatic","Diesel","Audi","Q2","[1.8,2.1)"
12595,52006,145,54.3,6,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
31700,7415,145,47.9,2,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
33500,9102,145,51.4,2,"A5","Automatic","Diesel","Audi","A5","[2.2,5.5]"
37395,1000,145,38.2,1,"Q5","Automatic","Diesel","Audi","Q5","[1.8,2.1)"
20000,6629,145,42.2,2,"A3","Automatic","Petrol","Audi","A3","[1.5,1.8)"
26495,6768,145,74.3,1,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
41495,6112,145,38.7,1,"A7","Automatic","Diesel","Audi","A7","[2.2,5.5]"
25995,7447,145,47.9,1,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
19995,29885,30,65.7,3,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
19498,27049,145,67.3,3,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
9698,61194,0,67.3,5,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
14849,58670,0,74.3,3,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
10202,34250,30,55.4,6,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
14495,48065,145,55.4,5,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
18695,12300,145,52.3,2,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
14998,60484,30,64.2,6,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
17498,40256,160,50.4,5,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
23495,7378,145,52.3,1,"A3","Automatic","Diesel","Audi","A3","[1.5,1.8)"
13450,59512,145,74.3,3,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
21488,6350,145,54.3,1,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
25444,4917,145,40.9,1,"Q2","Semi-Auto","Petrol","Audi","Q2","[1.5,1.8)"
16390,28555,125,58.9,4,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
22750,36399,125,60.1,4,"A5","Automatic","Diesel","Audi","A5","[2.2,5.5]"
20488,13069,145,54.3,2,"A3","Manual","Petrol","Audi","A3","[1.5,1.8)"
15498,42783,30,64.2,4,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
12798,30334,30,55.4,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
35995,4770,145,38.2,1,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
30864,1000,145,47.9,1,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
22288,5654,145,39.2,1,"A4","Manual","Petrol","Audi","A4","[1.8,2.1)"
25000,22350,145,54.3,3,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
26508,15,145,40.9,1,"Q2","Manual","Petrol","Audi","Q2","[1.5,1.8)"
14995,14488,150,60.1,3,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
22995,3049,150,43.5,1,"Q2","Semi-Auto","Petrol","Audi","Q2","[1.5,1.8)"
15496,22543,30,61.4,4,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
13698,21468,20,60.1,4,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
13698,15180,20,72.4,3,"A3","Semi-Auto","Diesel","Audi","A3","[1.5,1.8)"
23496,2891,145,43.5,1,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
25888,5432,150,44.8,0,"A1","Semi-Auto","Petrol","Audi","A1","[1.5,1.8)"
23756,2493,145,47.9,1,"Q2","Semi-Auto","Diesel","Audi","Q2","[1.8,2.1)"
18946,33072,160,50.4,4,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
16856,27339,125,51.4,3,"Q3","Manual","Petrol","Audi","Q3","[0.0,1.5)"
21498,34051,200,44.8,4,"A5","Semi-Auto","Diesel","Audi","A5","[2.2,5.5]"
23256,3434,145,51.4,1,"A3","Semi-Auto","Diesel","Audi","A3","[1.8,2.1)"
13698,29398,145,51.4,4,"A4","Manual","Petrol","Audi","A4","[0.0,1.5)"
29991,1676,150,40.9,1,"Q3","Manual","Petrol","Audi","Q3","[1.5,1.8)"
11896,36329,30,58.9,4,"A3","Semi-Auto","Petrol","Audi","A3","[0.0,1.5)"
34256,10897,145,47.9,1,"A5","Automatic","Diesel","Audi","A5","[1.8,2.1)"
20444,4321,145,47.9,1,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
43996,8966,145,32.5,3,"RS5","Automatic","Petrol","Audi","Other","[2.2,5.5]"
12756,15020,0,67.3,3,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
13298,57464,0,74.3,3,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
24998,50661,173.959852228155,34.9,4,"RS3","Semi-Auto","Petrol","Audi","Other","[2.2,5.5]"
17498,19268,30,60.1,4,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
12998,67643,30,61.4,4,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
13498,69410,125,57.6,6,"A6","Manual","Diesel","Audi","A6","[1.8,2.1)"
17398,24539,160,51.4,5,"Q3","Automatic","Diesel","Audi","Q3","[1.8,2.1)"
18698,20399,145,51.4,3,"A4","Manual","Petrol","Audi","A4","[0.0,1.5)"
17998,18487,20,72.4,4,"A3","Semi-Auto","Diesel","Audi","A3","[1.5,1.8)"
11698,72981,0,74.3,4,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
16698,14115,30,58.9,4,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
13498,33507,20,72.4,5,"A3","Semi-Auto","Diesel","Audi","A3","[1.5,1.8)"
12798,19512,0,67.3,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
19998,26480,30,61.4,4,"A6","Manual","Diesel","Audi","A6","[1.8,2.1)"
14295,53000,0,74.3,3,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
23995,19300,145,61.4,2,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
27444,1786,150,42.8,1,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
19498,10855,160,49.6,4,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
19995,31952,145,57.7,3,"Q2","Automatic","Diesel","Audi","Q2","[1.8,2.1)"
15990,27730,30,62.8,4,"A3","Semi-Auto","Diesel","Audi","A3","[1.8,2.1)"
28490,14481,145,31.7,1,"Q3","Semi-Auto","Petrol","Audi","Q3","[1.8,2.1)"
14998,50903,125,58.9,4,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
15498,17047,145,53.3,2,"A4","Manual","Petrol","Audi","A4","[0.0,1.5)"
15485,37188,20,72.4,4,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
13498,52037,125,57.6,6,"A6","Manual","Diesel","Audi","A6","[1.8,2.1)"
14998,44069,30,62.8,4,"TT","Manual","Diesel","Audi","TT","[1.8,2.1)"
19998,6612,145,49.6,1,"Q2","Manual","Diesel","Audi","Q2","[1.5,1.8)"
15840,22710,145,68.9,2,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
16998,65483,150,56.5,4,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
17998,57525,139.875881776004,44.8,6,"A6","Semi-Auto","Diesel","Audi","A6","[2.2,5.5]"
15998,43309,200,47.1,7,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
13290,15056,125,53.3,4,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
16990,43605,164.071973335191,34.9,6,"A5","Semi-Auto","Petrol","Audi","A5","[2.2,5.5]"
19491,27428,145,56.5,3,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
16998,32002,30,61.4,4,"A3","Semi-Auto","Diesel","Audi","A3","[1.8,2.1)"
10917,80050,125,57.6,6,"A6","Manual","Diesel","Audi","A6","[1.8,2.1)"
35850,32066,145,30.1,3,"A8","Semi-Auto","Petrol","Audi","Other","[2.2,5.5]"
23990,23800,145,48.7,2,"Q3","Semi-Auto","Petrol","Audi","Q3","[0.0,1.5)"
20750,21000,145,64.2,2,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
43490,8567,150,36.2,1,"A6","Semi-Auto","Diesel","Audi","A6","[2.2,5.5]"
54490,10500,145,32.1,1,"Q7","Automatic","Diesel","Audi","Q7","[2.2,5.5]"
43888,21017,145,34,2,"Q5","Semi-Auto","Petrol","Audi","Q5","[2.2,5.5]"
35989,37624,145,34,3,"Q5","Semi-Auto","Petrol","Audi","Q5","[2.2,5.5]"
19998,29067,30,61.4,4,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
12798,26811,30,58.9,5,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
28498,46843,160.066800100527,42.2,4,"Q5","Semi-Auto","Diesel","Audi","Q5","[2.2,5.5]"
16498,62668,30,61.4,4,"A6","Manual","Diesel","Audi","A6","[1.8,2.1)"
16490,40601,30,61.4,4,"TT","Manual","Diesel","Audi","TT","[1.8,2.1)"
19190,43000,30,61.4,3,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
22888,4000,145,44.8,0,"A1","Semi-Auto","Petrol","Audi","A1","[1.5,1.8)"
19490,1500,145,48.7,0,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
12998,66088,20,67.3,5,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
14180,58223,146.251139118312,39.8,5,"A1","Manual","Petrol","Audi","A1","[1.8,2.1)"
34750,774,145,39.8,1,"A6","Semi-Auto","Diesel","Audi","A6","[2.2,5.5]"
17298,13972,145,52.3,2,"A4","Manual","Petrol","Audi","A4","[0.0,1.5)"
35888,1856,145,45.6,1,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
21498,32383,145,61.4,2,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
18598,38967,125,58.9,5,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
18990,2903,150,51.4,1,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
21998,22456,145,61.4,3,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
22795,21993,145,62.8,2,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
16650,14712,30,57.6,3,"A3","Semi-Auto","Petrol","Audi","A3","[0.0,1.5)"
30888,9350,145,47.9,1,"A6","Automatic","Diesel","Audi","A6","[1.8,2.1)"
26500,3890,145,39.8,1,"TT","Manual","Petrol","Audi","TT","[1.8,2.1)"
12595,36633,20,62.8,3,"A3","Semi-Auto","Petrol","Audi","A3","[0.0,1.5)"
20250,41272,145,61.4,3,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
53990,30427,145,39.2,3,"Q7","Semi-Auto","Diesel","Audi","Q7","[2.2,5.5]"
25250,2683,145,43.5,1,"Q2","Manual","Petrol","Audi","Q2","[1.5,1.8)"
19490,2492,145,49.6,1,"A3","Manual","Petrol","Audi","A3","[0.0,1.5)"
19895,13144,145,54.3,2,"Q2","Automatic","Petrol","Audi","Q2","[0.0,1.5)"
28985,15016,180.544127988659,34.9,5,"RS3","Automatic","Petrol","Audi","Other","[2.2,5.5]"
19888,3927,145,47.9,1,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
15750,59886,160,44.1,5,"A5","Automatic","Petrol","Audi","A5","[1.8,2.1)"
23450,53646,152.11003599941,42.8,5,"Q5","Semi-Auto","Diesel","Audi","Q5","[2.2,5.5]"
18595,4686,145,47.1,1,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
10750,39000,150,49.6,7,"A5","Manual","Petrol","Audi","A5","[1.8,2.1)"
14295,33319,0,72.4,4,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
21583,46066,145,40.4,3,"Q3","Semi-Auto","Petrol","Audi","Q3","[1.8,2.1)"
22997,5000,145,52.3,1,"A3","Semi-Auto","Diesel","Audi","A3","[1.5,1.8)"
44636,38,145,33.2,1,"Q7","Semi-Auto","Diesel","Audi","Q7","[2.2,5.5]"
34950,5800,145,39.2,1,"A4","Manual","Petrol","Audi","A4","[1.8,2.1)"
19998,30649,200,47.1,5,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
48950,19500,145,39.8,2,"A6","Semi-Auto","Diesel","Audi","A6","[2.2,5.5]"
11998,12277,0,76.3,5,"A1","Semi-Auto","Diesel","Audi","A1","[1.5,1.8)"
29490,355,150,34.9,1,"A3","Semi-Auto","Petrol","Audi","A3","[1.8,2.1)"
11679,44696,20,70.6,4,"A3","Semi-Auto","Diesel","Audi","A3","[1.5,1.8)"
16490,18776,150,55.4,5,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
17995,40133,145,62.8,3,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
23798,20969,145,40.4,3,"Q3","Semi-Auto","Petrol","Audi","Q3","[1.8,2.1)"
10000,75308,20,68.9,4,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
17490,14000,145,47.1,3,"TT","Manual","Petrol","Audi","TT","[1.8,2.1)"
8390,54000,0,80.7,5,"A1","Manual","Diesel","Audi","A1","[1.5,1.8)"
8950,62710,0,74.3,5,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
13995,56615,20,70.6,4,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
13990,55735,160,49.6,6,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
21030,1342,145,47.9,1,"Q2","Automatic","Diesel","Audi","Q2","[1.5,1.8)"
34498,21,145,32.1,1,"Q5","Semi-Auto","Petrol","Audi","Q5","[1.8,2.1)"
23995,13500,145,64.2,2,"A5","Manual","Diesel","Audi","A5","[1.8,2.1)"
20499,27616,200,47.1,4,"Q5","Automatic","Diesel","Audi","Q5","[1.8,2.1)"
16680,39251,145,56.5,5,"A5","Automatic","Diesel","Audi","A5","[1.8,2.1)"
15995,24000,157.717947700127,36.7,6,"Q3","Semi-Auto","Petrol","Audi","Q3","[1.8,2.1)"
36995,2000,150,45.6,0,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
19995,54000,150,67.3,3,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
21995,43000,150,53.3,2,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
12832,64278,30,65.7,4,"A3","Manual","Diesel","Audi","A3","[1.8,2.1)"
15547,44735,154.643093562407,37.7,6,"Q5","Manual","Petrol","Audi","Q5","[1.8,2.1)"
15995,23514,148.609499502611,39.8,5,"A1","Manual","Petrol","Audi","A1","[1.8,2.1)"
16230,52246,30,58.9,4,"A6","Manual","Diesel","Audi","A6","[1.8,2.1)"
28795,5000,145,54.3,1,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
20750,15709,125,52.3,3,"Q2","Semi-Auto","Petrol","Audi","Q2","[0.0,1.5)"
17990,51756,200,47.1,4,"Q5","Automatic","Diesel","Audi","Q5","[1.8,2.1)"
20495,34000,145,61.4,3,"A6","Manual","Diesel","Audi","A6","[1.8,2.1)"
41995,6500,145,37.7,1,"A6","Semi-Auto","Diesel","Audi","A6","[2.2,5.5]"
19995,10900,145,52.3,2,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
19599,32677,145,52.3,3,"Q2","Semi-Auto","Petrol","Audi","Q2","[0.0,1.5)"
10965,24642,0,67.3,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
19061,37206,181.658926600689,29.7,7,"A8","Semi-Auto","Petrol","Audi","Other","[2.2,5.5]"
23500,4296,145,47.9,1,"Q2","Automatic","Diesel","Audi","Q2","[1.8,2.1)"
22797,39378,154.398349263036,41.5,5,"Q5","Semi-Auto","Diesel","Audi","Q5","[2.2,5.5]"
37980,16855,150,34,3,"Q5","Semi-Auto","Petrol","Audi","Q5","[2.2,5.5]"
19840,28965,150,52.3,4,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
26940,590,150,42.8,1,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
21290,34029,30,61.4,3,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
18940,33717,30,62.8,4,"TT","Manual","Diesel","Audi","TT","[1.8,2.1)"
18750,31250,155.631391039535,38.7,5,"Q3","Manual","Petrol","Audi","Q3","[1.8,2.1)"
9790,44202,30,55.4,6,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
24690,24271,200,47.1,4,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
19890,30385,160,52.3,4,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
24000,12000,145,48.7,2,"Q3","Semi-Auto","Petrol","Audi","Q3","[0.0,1.5)"
15698,20552,200,40.4,5,"A1","Manual","Petrol","Audi","A1","[1.8,2.1)"
18940,4200,145,47.1,1,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
16890,8768,150,51.4,2,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
22480,2525,145,39.2,1,"A4","Manual","Petrol","Audi","A4","[1.8,2.1)"
49000,100,145,40.4,1,"A8","Semi-Auto","Diesel","Audi","Other","[2.2,5.5]"
39995,3000,145,40.4,1,"A8","Automatic","Diesel","Audi","Other","[2.2,5.5]"
43395,8500,145,40.4,0,"A4","Semi-Auto","Diesel","Audi","A4","[2.2,5.5]"
25000,5000,145,38.7,1,"A4","Semi-Auto","Petrol","Audi","A4","[1.8,2.1)"
10495,44700,125,53.3,7,"A1","Semi-Auto","Petrol","Audi","A1","[0.0,1.5)"
18737,49553,200,47.1,4,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
16990,49112,200,44.8,5,"A5","Semi-Auto","Diesel","Audi","A5","[2.2,5.5]"
16960,29139,160,50.4,5,"A4","Manual","Diesel","Audi","A4","[1.8,2.1)"
18480,40586,145,56.5,4,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
17600,33779,20,64.2,3,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
14759,31475,150,55.4,3,"Q2","Manual","Petrol","Audi","Q2","[0.0,1.5)"
22495,61008,145,44.1,3,"A4","Semi-Auto","Petrol","Audi","A4","[1.8,2.1)"
29995,7500,145,47.9,1,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
11100,36151,0,74.3,4,"A3","Manual","Diesel","Audi","A3","[1.5,1.8)"
10260,28003,30,57.6,5,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
17650,6350,150,55.4,2,"A3","Manual","Petrol","Audi","A3","[1.5,1.8)"
17991,47079,160,50.4,4,"Q3","Semi-Auto","Diesel","Audi","Q3","[1.8,2.1)"
21990,25773,145,43.5,3,"A4","Semi-Auto","Petrol","Audi","A4","[1.8,2.1)"
11498,78801,30,64.2,6,"A6","Semi-Auto","Diesel","Audi","A6","[1.8,2.1)"
13219,14179,30,58.9,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
13995,24465,30,58.9,4,"A3","Semi-Auto","Petrol","Audi","A3","[0.0,1.5)"
18192,21246,30,56.5,4,"A3","Semi-Auto","Petrol","Audi","A3","[0.0,1.5)"
31395,2343,145,39.2,1,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
24702,6546,145,60.1,2,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
33415,3390,145,38.2,1,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
31690,3390,145,50.4,0,"A5","Semi-Auto","Diesel","Audi","A5","[1.8,2.1)"
12798,20123,30,56.5,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
15498,20417,30,70.6,4,"A1","Manual","Petrol","Audi","A1","[0.0,1.5)"
48206,8238,145,32.8,1,"Q7","Automatic","Diesel","Audi","Q7","[2.2,5.5]"
18990,30417,30,62.8,3,"A4","Semi-Auto","Diesel","Audi","A4","[1.8,2.1)"
16890,44000,30,60.1,4,"Q3","Manual","Diesel","Audi","Q3","[1.8,2.1)"
36890,3895,145,38.2,0,"Q5","Semi-Auto","Diesel","Audi","Q5","[1.8,2.1)"
15490,49268,151.99353176429,38.7,6,"Q3","Manual","Petrol","Audi","Q3","[1.8,2.1)"
21294,11113,145,47.9,1,"Q2","Semi-Auto","Diesel","Audi","Q2","[1.5,1.8)"
